pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,month,day
FC,2022-11-05,89.0,-2.53,5.71,"Eflin, Zach",514888,621107,,swinging_strike,,,,,9,"Jose Altuve singles on a line drive to left fielder Kyle Schwarber.   Jose Altuve to 2nd.  Jose Altuve advances to 2nd, on a fielding error by left fielder Kyle Schwarber.",W,R,R,HOU,PHI,S,,,0,0,2022,0.27,0.73,0.28,1.56,,,,2,7,Bot,,,,,592663,,,6.392073776885961,-129.48304467741417,-5.728413297749899,1.6818092577775396,27.088746144692024,-22.955459883858307,2.84,1.3,,,,89.7,2185,6.7,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.77,,,,,,,,53,1,Cutter,4,1,4,1,1,4,4,1,Standard,Standard,207,0.0,-0.017,11,5
CU,2022-11-05,77.3,-2.52,5.94,"Eflin, Zach",455117,621107,field_out,hit_into_play,,,,,8,Martin Maldonado flies out to left fielder Kyle Schwarber.,W,R,R,HOU,PHI,X,7,fly_ball,1,2,2022,1.27,-0.64,0.14,1.53,,,,1,7,Bot,53.59,120.34,,,592663,,,3.3767209187677008,-112.53257251297823,-1.2094383338932018,9.98890056297036,22.87469411126901,-37.55095073449872,3.28,1.52,263,77.0,41,77.2,2507,6.5,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,54.01,0.08,0.078,0.0,1,0,0,3,52,4,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,63,-0.004,-0.111,11,5
CU,2022-11-05,78.1,-2.47,5.88,"Eflin, Zach",455117,621107,,ball,,,,,14,Martin Maldonado flies out to left fielder Kyle Schwarber.,W,R,R,HOU,PHI,B,,,0,2,2022,1.36,-0.87,0.97,0.39,,,,1,7,Bot,,,,,592663,,,4.915504373983382,-113.56965225305036,-3.223087529284692,10.638661070332551,23.81668164052325,-39.20367738028251,3.28,1.48,,,,78.1,2623,6.7,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.84,,,,,,,,52,3,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,58,0.0,0.011,11,5
CU,2022-11-05,76.4,-2.55,5.91,"Eflin, Zach",455117,621107,,swinging_strike,,,,,14,Martin Maldonado flies out to left fielder Kyle Schwarber.,W,R,R,HOU,PHI,S,,,0,1,2022,1.48,-0.51,1.08,1.73,,,,1,7,Bot,,,,,592663,,,5.00118017324063,-111.11698259531148,-0.7572762000179478,11.141245346033909,22.69503493005653,-36.44216364218966,3.28,1.52,,,,76.6,2473,6.7,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.75,,,,,,,,52,2,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,64,0.0,-0.031,11,5
SI,2022-11-05,92.9,-2.54,5.69,"Eflin, Zach",455117,621107,,called_strike,,,,,9,Martin Maldonado flies out to left fielder Kyle Schwarber.,W,R,R,HOU,PHI,S,,,0,0,2022,-1.41,0.42,0.77,1.59,,,,1,7,Bot,,,,,592663,,,11.627785677460173,-134.73526019604452,-5.615993294267495,-19.7445180201567,30.626934529141888,-25.8962914956703,3.28,1.54,,,,93.1,2196,6.7,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.79,,,,,,,,52,1,Sinker,4,1,4,1,1,4,4,1,Infield shift,Standard,226,0.0,-0.024,11,5
SI,2022-11-05,91.9,-2.59,5.65,"Eflin, Zach",676801,621107,strikeout,swinging_strike,,,,,13,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,S,2,,2,2,2022,-1.56,0.37,-1.42,2.15,,,,0,7,Bot,,,,,592663,,,6.419957872666086,-133.64461001958412,-3.786866927086034,-20.043363745132407,32.000090171409184,-27.108545847749348,3.23,1.54,,,,92.3,2081,6.8,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.67,,,0.0,1,0,0,,51,6,Sinker,4,1,4,1,1,4,4,1,Infield shift,Standard,227,-0.005,-0.195,11,5
CU,2022-11-05,78.3,-2.59,5.92,"Eflin, Zach",676801,621107,,foul,,,,,4,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,S,,,2,2,2022,1.15,-0.7,-0.66,2.15,,,,0,7,Bot,,,,,592663,,,2.041202975228984,-113.95314094125932,0.1577583183116546,9.39411548961615,24.91989457420924,-38.43884709633517,3.23,1.54,,,,78.0,2463,6.5,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.99,,,,,,,,51,5,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,61,0.0,0.0,11,5
CU,2022-11-05,77.9,-2.52,5.98,"Eflin, Zach",676801,621107,,ball,,,,,14,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,B,,,1,2,2022,1.19,-0.66,1.2,0.68,,,,0,7,Bot,,,,,592663,,,5.845665751302408,-113.27803971647504,-3.1501361043785803,8.8537331586296,23.99574500750681,-37.39484288459065,3.1,1.51,,,,77.9,2588,6.7,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.82,,,,,,,,51,4,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,61,0.0,0.037,11,5
FC,2022-11-05,89.0,-2.63,5.77,"Eflin, Zach",676801,621107,,foul,,,,,8,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,S,,,1,1,2022,0.02,0.9,0.26,1.97,,,,0,7,Bot,,,,,592663,,,7.109109838507134,-129.50096895811063,-5.267539104039544,-1.1610347459142645,25.32351185349768,-21.10397524223453,3.23,1.54,259,83.8,48,90.0,2209,6.7,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.76,,,,,,,,51,3,Cutter,4,1,4,1,1,4,4,1,Infield shift,Standard,208,0.0,-0.054,11,5
SI,2022-11-05,92.9,-2.54,5.75,"Eflin, Zach",676801,621107,,foul,,,,,4,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,S,,,1,0,2022,-1.28,0.93,-0.32,2.66,,,,0,7,Bot,,,,,592663,,,8.506925110887323,-134.87580580356203,-4.10211088348526,-17.519678099074657,31.661447524553896,-20.12277098455219,3.23,1.54,,,,92.9,2175,6.6,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.93,,,,,,,,51,2,Sinker,4,1,4,1,1,4,4,1,Infield shift,Standard,229,0.0,-0.043,11,5
CU,2022-11-05,77.4,-2.76,5.89,"Eflin, Zach",676801,621107,,ball,,,,,14,Chas McCormick strikes out swinging.,W,R,R,HOU,PHI,B,,,0,0,2022,1.21,-0.63,0.5,0.72,,,,0,7,Bot,,,,,592663,,,4.775554742611043,-112.54512660036654,-2.834781191303427,9.1868109222092,23.2804591200853,-37.14387375197041,3.16,1.54,,,,77.6,2508,6.8,715719,621107,592663,656555,516416,664761,624641,656941,663837,592206,53.69,,,,,,,,51,1,Curveball,4,1,4,1,1,4,4,1,Infield shift,Standard,61,0.0,0.033,11,5
FS,2022-11-05,86.2,-1.46,6.11,"Neris, Héctor",516416,593576,strikeout,swinging_strike,,,,,14,Jean Segura strikes out swinging.,W,R,R,HOU,PHI,S,2,,0,2,2022,-1.0,0.11,0.71,0.73,,,,2,7,Top,,,,,455117,,,7.113823271926343,-125.17507810315014,-6.656045552285876,-11.99861670489092,27.96544469472517,-29.68383091380958,3.07,1.43,,,,85.0,1218,5.9,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.64,,,0.0,1,0,0,,50,3,Split-Finger,4,1,1,4,1,4,1,4,Standard,Strategic,258,0.008,-0.059,11,5
FF,2022-11-05,93.9,-1.85,5.69,"Neris, Héctor",516416,593576,,foul,,,,,12,Jean Segura strikes out swinging.,W,R,R,HOU,PHI,S,,,0,1,2022,-0.8,1.41,0.38,3.36,,,,2,7,Top,,,,,455117,,,7.517471713913113,-136.48372524833164,-3.361795721834945,-11.759053305031498,32.67240858428564,-14.117360071617856,3.07,1.43,135,80.9,71,93.0,2507,6.0,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.48,,,,,,,,50,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Strategic,224,0.0,-0.023,11,5
FF,2022-11-05,94.6,-1.9,5.84,"Neris, Héctor",516416,593576,,swinging_strike,,,,,5,Jean Segura strikes out swinging.,W,R,R,HOU,PHI,S,,,0,0,2022,-0.72,1.48,-0.08,2.13,,,,2,7,Top,,,,,455117,,,6.29294085922971,-137.45504252451175,-7.188473233650801,-10.621105016199104,33.57327856450591,-11.947367031449682,3.07,1.43,,,,93.3,2520,5.8,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.65,,,,,,,,50,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,225,0.0,-0.017,11,5
FF,2022-11-05,94.1,-1.88,5.9,"Neris, Héctor",664761,593576,strikeout,swinging_strike,,,,,11,Alec Bohm strikes out swinging.,W,R,R,HOU,PHI,S,2,,0,2,2022,-0.83,1.49,-0.46,3.6,,,,1,7,Top,,,,,455117,,,5.471673281517829,-136.85344000546732,-3.4798990570146806,-11.733579116775209,33.18159444324604,-12.913107158787346,3.47,1.55,,,,92.9,2521,5.8,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.68,,,0.0,1,0,0,,49,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,224,0.014,-0.1,11,5
FF,2022-11-05,94.7,-1.97,5.64,"Neris, Héctor",664761,593576,,swinging_strike,,,,,5,Alec Bohm strikes out swinging.,W,R,R,HOU,PHI,S,,,0,1,2022,-0.98,1.37,0.16,2.79,,,,1,7,Top,,,,,455117,,,7.6737244245817395,-137.62177336198525,-4.706869664259556,-14.214748938266418,34.14877390384973,-13.96488060633208,3.47,1.55,,,,93.5,2482,5.9,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.59,,,,,,,,49,2,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,229,0.0,-0.031,11,5
FF,2022-11-05,95.1,-1.89,5.86,"Neris, Héctor",664761,593576,,called_strike,,,,,8,Alec Bohm strikes out swinging.,W,R,R,HOU,PHI,S,,,0,0,2022,-0.71,1.55,-0.08,1.78,,,,1,7,Top,,,,,455117,,,6.279249655745623,-138.01675844971993,-8.348933112831546,-10.56442552751065,34.46125719697993,-10.712540058759965,3.42,1.51,,,,93.8,2554,6.0,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.55,,,,,,,,49,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,220,0.0,-0.024,11,5
FF,2022-11-05,94.4,-1.64,5.82,"Neris, Héctor",592206,593576,field_out,hit_into_play,,,,,9,Nick Castellanos flies out to second baseman Jose Altuve.,W,R,R,HOU,PHI,X,4,fly_ball,1,2,2022,-0.93,1.44,0.71,2.3,,,,0,7,Top,151.15,122.4,,,455117,,,8.131526741747017,-137.07952388969676,-6.548775000859169,-13.646074207119696,33.61791111143201,-12.791534530165244,3.65,1.74,203,77.5,54,93.3,2513,6.0,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.5,0.069,0.075,0.0,1,0,0,3,48,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,224,0.022,-0.158,11,5
SI,2022-11-05,94.8,-1.75,6.0,"Neris, Héctor",592206,593576,,foul,,,,,1,Nick Castellanos flies out to second baseman Jose Altuve.,W,R,R,HOU,PHI,S,,,1,1,2022,-1.38,0.96,-0.64,3.41,,,,0,7,Top,,,,,455117,,,5.913582996744555,-137.869525006834,-3.1752580424981525,-18.92258007715601,33.787053442321664,-19.46439251877339,3.65,1.74,184,66.5,45,93.5,2366,5.8,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.69,,,,,,,,48,3,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,210,0.0,-0.054,11,5
SI,2022-11-05,94.4,-1.87,6.09,"Neris, Héctor",592206,593576,,called_strike,,,,,5,Nick Castellanos flies out to second baseman Jose Altuve.,W,R,R,HOU,PHI,S,,,1,0,2022,-1.19,1.1,0.04,2.37,,,,0,7,Top,,,,,455117,,,7.568896678081174,-137.1146327977446,-6.307639969027435,-16.771047680250806,34.049738764893114,-17.021503101701303,3.63,1.66,,,,93.1,2442,5.9,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.62,,,,,,,,48,2,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,221,0.0,-0.043,11,5
SI,2022-11-05,95.6,-1.62,6.01,"Neris, Héctor",592206,593576,,ball,,,,,14,Nick Castellanos flies out to second baseman Jose Altuve.,W,R,R,HOU,PHI,B,,,0,0,2022,-1.39,1.0,1.1,1.88,,,,0,7,Top,,,,,455117,,,10.19937228068045,-138.65090114859322,-7.397939725674335,-20.274971323468492,32.7276707632819,-17.766962987396443,3.72,1.72,,,,94.4,2401,5.9,715719,593576,455117,641820,514888,608324,665161,670541,676801,663656,54.6,,,,,,,,48,1,Sinker,4,1,1,4,1,4,1,4,Standard,Standard,217,0.0,0.033,11,5
SL,2022-11-05,90.4,-1.6,5.61,"Domínguez, Seranthony",641820,622554,field_out,hit_into_play,,,,,14,"Trey Mancini grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.",W,R,R,HOU,PHI,X,4,ground_ball,1,2,2022,0.44,0.49,1.3,1.71,,,543877,2,6,Bot,123.12,148.54,,,592663,,,6.308733582666522,-131.537048929634,-4.826429103137596,3.748444026493724,27.92986255837397,-25.62784502352778,3.61,1.7,45,72.8,2,90.5,2532,6.4,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.12,0.14,0.132,0.0,1,0,0,2,47,4,Slider,4,1,4,1,1,4,4,1,Standard,Standard,161,-0.007,-0.158,11,5
SL,2022-11-05,90.7,-1.64,5.61,"Domínguez, Seranthony",641820,622554,,swinging_strike,,,,,14,"Trey Mancini grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.",W,R,R,HOU,PHI,S,,,1,1,2022,0.38,0.47,1.0,1.2,,,543877,2,6,Bot,,,,,592663,,,5.753202908266353,-131.87862245093083,-6.070563432499031,3.164768070635533,28.775356247946235,-25.5221076743928,3.61,1.7,,,,90.1,2559,6.0,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.46,,,,,,,,47,3,Slider,4,1,4,1,1,4,4,1,Standard,Standard,139,0.0,-0.051,11,5
SL,2022-11-05,91.6,-2.01,5.67,"Domínguez, Seranthony",641820,622554,,ball,,,,,14,"Trey Mancini grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.",W,R,R,HOU,PHI,B,,,0,1,2022,0.37,0.51,1.86,1.51,,,543877,2,6,Bot,,,,,592663,,,8.916123768415183,-133.00096225451685,-5.694730599063165,2.3163398916034303,29.947938296191595,-25.007115847908423,3.63,1.72,,,,90.9,2613,6.1,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.38,,,,,,,,47,2,Slider,4,1,4,1,1,4,4,1,Standard,Standard,152,0.0,0.026,11,5
SL,2022-11-05,90.2,-1.88,5.71,"Domínguez, Seranthony",641820,622554,,swinging_strike,,,,,5,"Trey Mancini grounds out, second baseman Jean Segura to first baseman Rhys Hoskins.",W,R,R,HOU,PHI,S,,,0,0,2022,0.46,0.28,0.24,2.39,,,543877,2,6,Bot,,,,,592663,,,4.305088709259316,-131.3084784757326,-2.8893252371476623,4.34399207554528,28.02357386333157,-28.534899076616234,3.61,1.7,,,,90.0,2405,6.2,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.35,,,,,,,,47,1,Slider,4,1,4,1,1,4,4,1,Standard,Standard,127,0.0,-0.035,11,5
SI,2022-11-05,98.3,-1.74,5.62,"Domínguez, Seranthony",543877,622554,single,hit_into_play,,,,,13,Christian Vazquez singles on a sharp line drive to left fielder Kyle Schwarber.   Alex Bregman scores.,W,R,R,HOU,PHI,X,7,line_drive,2,2,2022,-1.34,0.88,-1.09,2.05,,608324,,2,6,Bot,66.19,108.2,,,592663,,,4.835665595382072,-143.00127561455784,-6.233425263533265,-19.521136342683132,34.384713497936524,-18.81272300466308,3.18,1.52,190,103.4,10,97.8,2449,6.1,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.38,0.837,0.822,0.9,1,1,0,4,46,5,Sinker,3,1,3,1,1,4,4,1,Standard,Standard,213,0.064,0.794,11,5
SL,2022-11-05,90.4,-1.81,5.64,"Domínguez, Seranthony",543877,622554,,ball,,,,,14,Christian Vazquez singles on a sharp line drive to left fielder Kyle Schwarber.   Alex Bregman scores.,W,R,R,HOU,PHI,B,,,1,2,2022,0.4,0.47,0.96,0.87,,608324,,2,6,Bot,,,,,592663,,,5.996727090540005,-131.3429330588853,-6.891151674321614,3.3314652017433986,29.02812135432328,-25.38166404052763,3.18,1.63,,,,89.7,2585,6.0,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.46,,,,,,,,46,4,Slider,3,1,3,1,1,3,3,1,Standard,Standard,152,0.0,0.029,11,5
SI,2022-11-05,98.3,-1.84,5.62,"Domínguez, Seranthony",543877,622554,,swinging_strike,,,,,11,Christian Vazquez singles on a sharp line drive to left fielder Kyle Schwarber.   Alex Bregman scores.,W,R,R,HOU,PHI,S,,,1,1,2022,-1.34,0.84,-1.28,3.1,,608324,,2,6,Bot,,,,,592663,,,4.612582285622919,-143.020462534109,-3.3031972564711847,-19.43132435821926,33.76560956051199,-20.075305693572695,3.18,1.52,,,,98.1,2428,6.2,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.25,,,,,,,,46,3,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,217,0.0,-0.067,11,5
SL,2022-11-05,92.0,-1.77,5.61,"Domínguez, Seranthony",543877,622554,,foul_tip,,,,,6,Christian Vazquez singles on a sharp line drive to left fielder Kyle Schwarber.   Alex Bregman scores.,W,R,R,HOU,PHI,S,,,1,0,2022,0.29,0.74,0.73,2.13,,608324,,2,6,Bot,,,,,592663,,,5.68633288817326,-133.86322222853795,-4.598565025372184,2.3863056083180827,27.41132994831095,-22.483417275517777,3.18,1.52,15,,,91.9,2517,6.1,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.39,,,,,,,,46,2,Slider,3,1,3,1,1,3,3,1,Standard,Standard,165,0.0,-0.053,11,5
SL,2022-11-05,90.4,-1.83,5.63,"Domínguez, Seranthony",543877,622554,,ball,,,,,14,Christian Vazquez singles on a sharp line drive to left fielder Kyle Schwarber.   Alex Bregman scores.,W,R,R,HOU,PHI,B,,,0,0,2022,0.27,0.54,1.75,0.98,,608324,,2,6,Bot,,,,,592663,,,8.33560515426448,-131.34396163089446,-6.757198035132673,1.2737726543787211,28.40578480195335,-24.64648215485225,3.07,1.48,,,,90.1,2562,6.3,715719,622554,592663,656555,516416,664761,624641,656941,663837,592206,54.24,,,,,,,,46,1,Slider,3,1,3,1,1,3,3,1,Standard,Standard,171,0.0,0.037,11,5
SI,2022-11-05,98.8,1.34,6.53,"Alvarado, José",663656,621237,strikeout,swinging_strike,,,,,9,Kyle Tucker strikes out swinging.,W,L,L,HOU,PHI,S,2,,3,2,2022,0.97,1.37,0.69,2.17,,608324,,1,6,Bot,,,,,592663,,,-4.056233033785856,-143.6099004491215,-9.738494128007291,14.317454447725725,33.26616530377493,-11.129469251023156,3.59,1.7,,,,99.9,2074,6.9,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.55,,,0.0,1,0,0,,45,8,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,151,-0.019,-0.373,11,5
SI,2022-11-05,98.4,1.35,6.55,"Alvarado, José",663656,621237,,foul,,,,,6,Kyle Tucker strikes out swinging.,W,L,L,HOU,PHI,S,,,3,2,2022,0.88,1.37,0.51,2.53,,608324,,1,6,Bot,,,,,592663,,,-4.346152792682169,-143.03804003068387,-8.689318536521984,13.050365196216692,33.86248975360766,-11.4989326086541,3.59,1.7,11,94.9,-12,99.2,2142,6.9,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.63,,,,,,,,45,7,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,153,0.0,0.0,11,5
SI,2022-11-05,98.6,1.44,6.56,"Alvarado, José",663656,621237,,foul,,,,,14,Kyle Tucker strikes out swinging.,W,L,L,HOU,PHI,S,,,3,2,2022,1.09,1.27,1.12,2.62,,608324,,1,6,Bot,,,,,592663,,,-3.459827634295737,-143.2661811807239,-8.228965370827051,15.854653429045468,35.082072403832086,-12.974040721050896,3.59,1.7,,,,99.4,2072,6.9,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.57,,,,,,,,45,6,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,154,0.0,0.0,11,5
SI,2022-11-05,99.0,1.51,6.58,"Alvarado, José",663656,621237,,foul,,,,,14,Kyle Tucker strikes out swinging.,W,L,L,HOU,PHI,S,,,3,1,2022,1.19,1.18,0.27,1.53,,608324,,1,6,Bot,,,,,592663,,,-6.215975162390304,-143.58417273088045,-11.105815469076711,17.956915928184948,35.29282525266987,-13.384953531165422,3.59,1.7,8,98.9,-11,99.4,2166,6.8,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.67,,,,,,,,45,5,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,157,0.0,-0.071,11,5
FC,2022-11-05,91.4,1.48,6.55,"Alvarado, José",663656,621237,,ball,,,,,13,Kyle Tucker strikes out swinging.,W,L,L,HOU,PHI,B,,,2,1,2022,-0.38,0.35,-1.21,1.58,,608324,,1,6,Bot,,,,,592663,,,-6.023079239052677,-132.8349756937311,-7.458848298987123,-3.207519920976788,29.420298142461164,-26.528938499219397,3.45,1.66,,,,92.3,2220,7.0,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.54,,,,,,,,45,4,Cutter,3,1,3,1,1,3,3,1,Infield shift,Standard,173,0.0,0.078,11,5
SI,2022-11-05,99.1,1.39,6.59,"Alvarado, José",663656,621237,,ball,,,,,13,Kyle Tucker strikes out swinging.,W,L,L,HOU,PHI,B,,,1,1,2022,0.87,1.36,-0.2,1.01,,608324,,1,6,Bot,,,,,592663,,,-6.450156771464531,-143.6426130182265,-13.09635008871536,13.601403333546276,34.08681981249285,-10.358853152366056,3.48,1.72,,,,99.9,2096,7.0,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.47,,,,,,,,45,3,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,158,0.0,0.029,11,5
SI,2022-11-05,97.7,1.49,6.61,"Alvarado, José",663656,621237,,foul,,,,,14,Kyle Tucker strikes out swinging.,W,L,L,HOU,PHI,S,,,1,0,2022,0.97,1.33,0.88,1.88,,608324,,1,6,Bot,,,,,592663,,,-3.920291349531308,-141.83203061070006,-10.346990174450353,13.988620328682176,33.5858086927494,-12.026109957022532,3.59,1.7,6,100.6,-18,98.4,2121,6.9,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.63,,,,,,,,45,2,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,152,0.0,-0.042,11,5
FC,2022-11-05,92.0,1.41,6.61,"Alvarado, José",663656,621237,,ball,,,,,13,Kyle Tucker strikes out swinging.,W,L,L,HOU,PHI,B,,,0,0,2022,-0.35,0.34,-1.15,-0.1,,,608324,1,6,Bot,,,,,592663,,,-5.775801931798452,-133.3261986442623,-11.901075160621067,-2.806931012087008,30.90216824921172,-25.55020595760861,3.48,1.7,,,,92.2,2251,6.8,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.69,,,,,,,,45,1,Cutter,3,1,3,1,1,3,3,1,Standard,Standard,169,0.011,0.042,11,5
FC,2022-11-05,92.5,1.52,6.56,"Alvarado, José",608324,621237,walk,blocked_ball,,,,,13,Alex Bregman walks.,W,R,L,HOU,PHI,B,,,3,2,2022,-0.09,0.69,-0.37,-0.14,,,,1,6,Bot,,,,,592663,,,-4.6623120330504735,-134.14070210864875,-12.8259941845992,-0.1101804354369685,29.11602006453332,-21.24159775459168,3.19,1.54,,,,93.1,2169,6.8,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.66,,,0.7,1,0,0,,44,6,Cutter,3,1,3,1,1,3,3,1,Infield shift,Standard,160,0.013,0.211,11,5
SI,2022-11-05,98.1,1.48,6.48,"Alvarado, José",608324,621237,,foul,,,,,5,Alex Bregman walks.,W,R,L,HOU,PHI,S,,,3,1,2022,1.17,1.31,0.05,2.16,,,,1,6,Bot,,,,,592663,,,-6.6383815174011,-142.4677053370247,-9.282286410322198,17.531497260792527,33.890569856737486,-12.38752386319719,3.2,1.51,175,83.0,73,98.8,2009,6.8,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.66,,,,,,,,44,5,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,151,0.0,-0.049,11,5
SI,2022-11-05,99.7,1.43,6.58,"Alvarado, José",608324,621237,,called_strike,,,,,9,Alex Bregman walks.,W,R,L,HOU,PHI,S,,,3,0,2022,0.94,1.48,0.33,1.99,,,,1,6,Bot,,,,,592663,,,-5.276208532337606,-144.7273902325909,-10.75836853433762,14.437675854043995,35.59414276138888,-9.015957693596633,3.22,1.57,,,,100.4,2134,6.9,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.55,,,,,,,,44,4,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,154,0.0,-0.052,11,5
SI,2022-11-05,98.2,1.42,6.55,"Alvarado, José",608324,621237,,ball,,,,,14,Alex Bregman walks.,W,R,L,HOU,PHI,B,,,2,0,2022,0.92,1.43,1.34,2.28,,,,1,6,Bot,,,,,592663,,,-2.3487181510745496,-142.77581844243585,-9.420436606724772,13.041302778134122,34.44532358702929,-10.657081353983598,3.19,1.51,,,,98.6,2119,6.7,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.85,,,,,,,,44,3,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,158,0.0,0.085,11,5
SI,2022-11-05,100.1,1.48,6.52,"Alvarado, José",608324,621237,,ball,,,,,11,Alex Bregman walks.,W,R,L,HOU,PHI,B,,,1,0,2022,0.83,1.49,-1.42,3.0,,,,1,6,Bot,,,,,592663,,,-10.04800536235535,-145.17427287402737,-7.88763870146316,14.117935506757815,35.47272621352761,-9.386679054312845,3.25,1.6,,,,100.7,2200,6.9,715719,621237,592663,656555,516416,664761,624641,656941,663837,592206,53.59,,,,,,,,44,2,Sinker,3,1,3,1,1,3,3,1,Infield shift,Standard,152,0.0,0.044,11,5
